IF;THEN;CONFIDENCE
neu;spd;0.6511375947995667
wer;spd;0.6543846720707442
mensch;flucht;0.6554092730394963
ard;cdu,  spd;0.6570093457943925
http;flucht,  fluchtling;0.6595877576514678
http;flucht,  irak;0.6595877576514678
http;flucht,  spd;0.6595877576514678
http;flucht,  spend;0.6595877576514678
http;flucht,  terrormiliz;0.6595877576514678
http;fluchtling,  irak;0.6595877576514678
http;fluchtling,  mensch;0.6595877576514678
http;fluchtling,  mio;0.6595877576514678
http;fluchtling,  spend;0.6595877576514678
http;fluchtling,  terrormiliz;0.6595877576514678
http;irak;0.6595877576514678
http;irak,  mensch;0.6595877576514678
http;irak,  mio;0.6595877576514678
http;irak,  spd;0.6595877576514678
http;mio,  spd;0.6595877576514678
http;spend;0.6595877576514678
http;irak,  spend;0.6595877576514678
http;mensch,  spend;0.6595877576514678
http;mio,  spend;0.6595877576514678
http;spd,  spend;0.6595877576514678
http;terrormiliz;0.6595877576514678
http;irak,  terrormiliz;0.6595877576514678
http;mensch,  terrormiliz;0.6595877576514678
http;mio,  terrormiliz;0.6595877576514678
http;spd,  terrormiliz;0.6595877576514678
http;spend,  terrormiliz;0.6595877576514678
zdf;cdu;0.6596858638743456
http;flucht;0.660212367270456
http;flucht,  mensch;0.660212367270456
http;flucht,  mio;0.660212367270456
http;mio;0.660212367270456
http;mensch,  mio;0.660212367270456
http;mensch,  spd;0.660212367270456
ard;spd,  zdf;0.6607476635514019
http;mensch;0.6614615865084322
wahl;spd;0.6636363636363637
flucht;fluchtling,  http;0.6662460567823344
flucht;http,  irak;0.6662460567823344
flucht;http,  spd;0.6662460567823344
flucht;http,  spend;0.6662460567823344
flucht;http,  terrormiliz;0.6662460567823344
flucht;http;0.6668769716088329
flucht;fluchtling,  irak;0.6668769716088329
flucht;fluchtling,  mensch;0.6668769716088329
flucht;http,  mensch;0.6668769716088329
flucht;http,  mio;0.6668769716088329
flucht;irak,  spd;0.6668769716088329
flucht;fluchtling,  spend;0.6668769716088329
flucht;spd,  spend;0.6668769716088329
flucht;fluchtling,  terrormiliz;0.6668769716088329
flucht;spd,  terrormiliz;0.6668769716088329
flucht;fluchtling,  mio;0.6675078864353312
flucht;fluchtling,  spd;0.6675078864353312
flucht;mio,  spd;0.6675078864353312
flucht;mensch,  spd;0.6681388012618297
http;fluchtling,  spd;0.6689569019362899
mehr;spd;0.6700698549167114
flucht;irak;0.6706624605678233
flucht;irak,  mensch;0.6706624605678233
flucht;irak,  mio;0.6706624605678233
flucht;spend;0.6706624605678233
flucht;irak,  spend;0.6706624605678233
flucht;mensch,  spend;0.6706624605678233
flucht;mio,  spend;0.6706624605678233
flucht;terrormiliz;0.6706624605678233
flucht;irak,  terrormiliz;0.6706624605678233
flucht;mensch,  terrormiliz;0.6706624605678233
flucht;mio,  terrormiliz;0.6706624605678233
flucht;spend,  terrormiliz;0.6706624605678233
flucht;spd;0.6712933753943218
ard;csu;0.6757009345794392
http;fluchtling;0.6801998750780762
flucht;fluchtling;0.6813880126182965
grun;spd;0.6897772225692276
flucht;mensch,  mio;0.6914826498422713
zdf;csu;0.6921465968586388
ard;cdu;0.6925233644859813
flucht;mio;0.6927444794952682
lieb;spd;0.6941935483870968
https;spd;0.6994328922495274
merkel;cdu,  spd;0.7084952803997779
ttip;spd;0.7187928669410151
flucht;mensch;0.722397476340694
merkel;cdu;0.7240421987784564
macht;spd;0.7256857855361596
zeit;spd;0.7266099635479951
ard;zdf;0.7299065420560747
parteitag;spd;0.7306538692261547
einfach;spd;0.7316715542521994
zdf;ard,  spd;0.7403141361256544
geht;spd;0.7591499409681228
berlin;spd;0.7758928571428572
amp;spd;0.7803468208092486
ceta;spd,  ttip;0.7862595419847328
mensch;spd;0.797366914710933
zdf;spd;0.8073298429319372
ceta;spd;0.8078880407124682
bild;spd;0.8097125867195243
zdf;ard;0.8178010471204189
http;spd;0.8263585259212992
afd;spd;0.8377192982456141
mio;fluchtling,  http;0.8414342629482072
mio;http,  irak;0.8414342629482072
mio;http,  spd;0.8414342629482072
mio;http,  spend;0.8414342629482072
mio;http,  terrormiliz;0.8414342629482072
mio;flucht,  http;0.8422310756972111
mio;fluchtling,  mensch;0.8422310756972111
mio;fluchtling,  spend;0.8422310756972111
mio;fluchtling,  terrormiliz;0.8422310756972111
mio;http;0.8422310756972111
mio;http,  mensch;0.8422310756972111
mio;spd,  terrormiliz;0.8422310756972111
ard;spd;0.8429906542056075
mio;flucht,  fluchtling;0.8430278884462151
mio;flucht,  spd;0.8430278884462151
mio;fluchtling,  irak;0.8430278884462151
mio;irak,  spd;0.8430278884462151
mio;mensch,  spd;0.8430278884462151
groko;spd;0.8447712418300654
mio;flucht,  irak;0.847011952191235
mio;flucht,  spend;0.847011952191235
mio;flucht,  terrormiliz;0.847011952191235
mio;irak,  mensch;0.847011952191235
mio;irak,  spend;0.847011952191235
mio;irak,  terrormiliz;0.847011952191235
mio;mensch,  spend;0.847011952191235
mio;mensch,  terrormiliz;0.847011952191235
mio;terrormiliz;0.847011952191235
mio;spend,  terrormiliz;0.847011952191235
mio;irak;0.847808764940239
mio;fluchtling,  spd;0.850199203187251
mio;spd,  spend;0.851792828685259
mio;fluchtling;0.8549800796812749
mio;spend;0.8565737051792829
mio;flucht,  mensch;0.8733067729083666
deutschland;spd;0.8746290801186943
mio;flucht;0.8749003984063745
mio;mensch;0.8772908366533865
spdbpt;spd;0.8804780876494024
gabriel;spd;0.8835194894005015
antifa;spd;0.8865248226950354
sigmar;gabriel,  spd;0.8973143759873617
mio;spd;0.90199203187251
ceta;ttip;0.9300254452926209
sigmar;spd;0.9399684044233807
spend;flucht,  http;0.9411764705882353
spend;fluchtling,  http;0.9411764705882353
spend;http;0.9411764705882353
spend;http,  irak;0.9411764705882353
spend;http,  mensch;0.9411764705882353
spend;http,  mio;0.9411764705882353
spend;http,  spd;0.9411764705882353
spend;http,  terrormiliz;0.9411764705882353
spend;flucht,  fluchtling;0.9420677361853832
spend;flucht,  spd;0.9420677361853832
spend;fluchtling,  irak;0.9420677361853832
spend;fluchtling,  mensch;0.9420677361853832
spend;fluchtling,  mio;0.9420677361853832
spend;fluchtling,  spd;0.9420677361853832
spend;fluchtling,  terrormiliz;0.9420677361853832
spend;irak,  spd;0.9420677361853832
spend;mensch,  spd;0.9420677361853832
spend;spd,  terrormiliz;0.9420677361853832
spend;fluchtling;0.9429590017825312
irak;flucht,  http;0.945389435989257
irak;fluchtling,  http;0.945389435989257
irak;http;0.945389435989257
irak;http,  mensch;0.945389435989257
irak;http,  mio;0.945389435989257
irak;http,  spd;0.945389435989257
irak;http,  spend;0.945389435989257
irak;http,  terrormiliz;0.945389435989257
irak;flucht,  fluchtling;0.946284691136974
irak;flucht,  spd;0.946284691136974
irak;fluchtling,  mensch;0.946284691136974
irak;fluchtling,  spend;0.946284691136974
irak;fluchtling,  terrormiliz;0.946284691136974
irak;mensch,  spd;0.946284691136974
irak;spd,  spend;0.946284691136974
irak;spd,  terrormiliz;0.946284691136974
irak;fluchtling,  mio;0.9471799462846912
irak;mio,  spd;0.9471799462846912
spend;flucht;0.9474153297682709
spend;flucht,  irak;0.9474153297682709
spend;flucht,  mensch;0.9474153297682709
spend;flucht,  mio;0.9474153297682709
spend;flucht,  terrormiliz;0.9474153297682709
spend;irak;0.9474153297682709
spend;irak,  mensch;0.9474153297682709
spend;irak,  mio;0.9474153297682709
spend;irak,  terrormiliz;0.9474153297682709
spend;mensch;0.9474153297682709
spend;mensch,  mio;0.9474153297682709
spend;mensch,  terrormiliz;0.9474153297682709
spend;mio,  terrormiliz;0.9474153297682709
spend;terrormiliz;0.9474153297682709
irak;flucht;0.9516562220232766
irak;flucht,  mensch;0.9516562220232766
irak;flucht,  mio;0.9516562220232766
