1000045434	1
1000174098	4
100105827	2
1001188015	1
1001374075	6
1001383051	5
1001422904	1
1001519413	10
1001554555	1
100158519	5
1001681923	1
100173277	2
100175745	1
1001778343	1
100182561	1
1001859866	1
100189100	4
1001892710	10
1001929386	2
100207874	4
100215015	1
1002225385	39
100258169	3
100260003	3
1002663290	4
1002786151	1
1002870403	2
100292393	1
1002981	1
100308994	1
100319024	3
1003320438	1
1003379274	22
100347100	1
1003596433	1
1003776541	2
1004074956	2
1004091288	1
1004097176	80
1004241726	1
1004259643	1
1004275830	1
1004476806	1
100470168	14
100471384	12
100473246	10
100499937	1
1005047028	1
100508247	1
100518997	1
1005405636	1
1005889260	1
1005995906	1
1006156848	1
1006186878	1
1006288764	1
1006580634	1
1006599896	1
1006639254	10
1006798303	1
1006846286	1
100697757	1
1007025684	3
1007035298	1
1007250871	6
1007256920	4
1007315630	1
100734283	2
1007378952	1
100738070	1
100743194	4
100746233	1
100747075	8
100815933	2
100816694	28
100824350	1
100828885	1
1008471727	1
1008519133	1
1008852229	1
1008899444	1
100903302	6
1009250894	148
1009271388	1
1009355761	1
1009434396	2
100948689	1
100951796	1
100952085	7
100953522	3
100959666	1
100967062	1
100982952	3
1010082511	71
101034049	1
101034444	1
101046548	3
1010576666	1
1010591203	2
1010653280	1
101070771	2
101072143	4
1010925498	3
1011075690	9
1011129121	1
1011255480	2
101132175	6
1011357991	1
1011411613	3
1011600126	1
1011720810	81
1011756596	4
1011806334	1
101184775	3
1011902522	1
1011945848	2
101202244	2
1012040006	1
1012104127	7
1012134608	13
101242764	6
101251319	4
1012651184	1
1012814924	2
1013006934	1
101301213	2
1013015108	1
1013177840	3
101343305	4
1013637480	2
1013718445	1
1013764993	2
1014003650	1
1014034260	1
1014052315	5
1014308461	7
101457032	1
101457999	35
101470141	7
101472891	1
1014733710	2
1014873320	1
1015010928	4
101518275	5
1015310431	1
101536065	2
1015437883	1
101549582	12
101553385	1
101560856	1
101579468	1
101592068	21
1016225400	2
101632401	1
1016424445	1
1016909174	5
101691018	268
101700098	3
1017020676	1
1017056198	1
1017058542	2
1017312120	1
1017512149	6
1017566323	1
10177792	1
101786518	1
1017977172	7
1018157454	11
1018278402	15
1018369141	13
101838269	1
1018408574	23
1019050309	3
1019179489	2
1019296999	2
1019714826	8
102000774	1
102002344	1
102007664	1
1020123650	2
102014565	1
102016811	6
102019571	1
1020225913	16
1020243889	1
102036080	1
10203712	1
1020396996	1
1020413538	35
1020567284	2
102065598	1
1020740466	1
1020802080	2
102101632	1
1021073094	2
10211232	1
102112926	1
