1000045434	2
100008252	1
1000270915	1
10003202	1
100105827	1
10012112	1
1001374075	6
1001383051	5
1001422904	3
1001519413	2
100158519	28
1001645150	1
1001732198	1
100173277	1
100182561	1
1001859866	2
100189100	1
1001892710	21
1001929386	2
1001938357	1
100198008	1
1001992369	1
1002058950	5
1002110947	1
100215015	1
1002225385	76
1002248228	1
1002279900	2
100250017	1
100251091	1
100258169	6
1002663290	4
1002668612	1
10027222	1
1002786151	1
1002870403	11
100292393	3
1002981	1
100319024	4
1003379274	32
100347100	1
100350566	1
100354661	3
1003566272	1
1003658359	1
1003723459	1
1003808436	2
1003853738	1
1003960531	1
1003970012	5
1004097176	23
1004139704	1
1004227364	6
100432208	1
1004422837	2
100449425	1
1004508822	10
100457769	1
100462426	1
1004640842	1
10046412	1
100470168	30
100473246	4
100482919	1
1004882191	1
1004890111	1
1005181988	1
100549074	1
1005587556	1
1005838386	5
100585753	1
1006029330	6
1006167619	1
1006198477	3
1006237459	1
1006269133	1
1006276118	1
1006288764	1
1006339158	1
1006363614	1
1006397802	1
1006511498	2
1006519303	1
1006619858	2
1006639254	1
1006762536	1
1006798303	2
100695081	1
1006957867	1
1007035298	2
1007232763	1
1007250871	25
1007251	1
1007256920	1
100728688	1
1007378952	3
100743194	8
100747075	3
100751373	1
100771521	1
1007729353	6
10078652	2
100816694	15
1008213944	1
100837638	1
1008471727	17
1008633788	1
1008691873	1
1008852229	2
1008899444	1
1009195424	1
1009221500	1
1009250894	61
1009277342	7
1009291098	1
1009399519	1
100948689	5
100951796	1
100953522	3
1009564555	1
1009590318	2
1009662470	4
100967062	1
1009691455	2
100982952	2
1009835186	1
1010082511	56
101046548	1
1010633083	1
101066261	1
101070771	4
101072143	3
101076335	1
101106212	1
1011075690	8
1011098372	1
1011129121	4
101132175	62
1011389378	1
1011411613	3
1011499730	1
101158991	4
1011720810	145
1011740996	1
1011756596	3
1011806334	10
101184775	3
1011945848	8
1011964116	15
101196873	4
101197480	1
1012104127	14
1012134608	24
1012146180	1
1012160744	1
101218353	1
101251319	3
101256985	1
1012812674	2
1012814924	7
1012874467	1
101289882	1
101295915	2
1013006934	1
101301213	6
1013031564	10
101303328	1
1013117293	1
1013170110	1
101318536	1
1013205452	1
1013327948	1
101343305	30
1013637480	7
1013796589	1
1014003650	1
1014052315	4
1014142345	1
1014308461	6
1014341084	1
101445204	3
101457032	1
101457999	34
101470141	19
101472757	1
101472891	6
1014873320	1
1014877862	1
101490254	1
101518275	5
101520966	1
101536065	2
1015368529	1
101549582	4
1015496233	26
101553385	3
1015595792	1
1015599192	1
1015770180	5
10157802	1
101579468	12
1015860379	1
101591873	3
101592068	36
1015952413	1
101595798	1
1016037073	1
1016097146	1
1016206314	1
1016221338	6
1016225400	1
101632401	3
101640907	1
1016424445	1
101656725	1
1016909174	6
101691018	192
101692284	1
1016945072	1
101700098	5
1017220874	1
101738086	2
101746234	2
1017512149	9
101752926	2
1017566323	1
101764895	1
1017706482	1
101773849	1
1017977172	2
10179832	1
1018157454	12
101819644	3
1018209020	1
1018278402	11
1018369141	8
101838269	3
1018408574	38
101841591	5
101847631	1
1019050309	1
1019179489	1
1019296999	4
1019515410	1
10196452	1
1019714826	4
1019788028	1
1019813804	2
1019904385	5
102010145	1
1020141332	1
102016811	2
102019571	2
102020695	1
1020219691	1
1020225913	9
1020396996	2
1020413538	83
1020432884	1
102045587	1
102049243	1
1020520602	6
1020532074	1
102057579	1
1020802080	1
102082284	39
102089809	1
102102583	1
1021073094	3
10212772	1
102157523	1
1021583059	1
102158743	2
1021644152	1
1021754359	1
1021772491	1
1021881156	4
102190344	1
1021961600	7
1022177947	8
1022182052	1
1022274974	6
1022755891	1
1022759353	1
1022790248	1
102294767	1
1022967480	1
1022993959	1
1023058027	1
102334605	5
102353223	1
102371677	21
1023722923	2
1023900980	1
102391103	5
102395881	4
102396040	1
102397536	1
1023977436	2
1024179643	2
102423280	2
1024272716	3
102428082	1
1024285670	3
102433909	3
1024512242	3
102467157	1
102470127	54
102484319	1
102486870	1
1024915398	1
102496469	1
1025110536	7
102512315	1
102519327	1
1025310967	1
1025664926	1
1025921623	2
10259242	1
102613630	2
1026144229	1
1026240950	2
1026329527	1
1026349730	3
102647241	11
102653526	1
102659136	1
102681062	1
102693594	3
1026956376	1
102697458	4
1026986804	1
1026994662	1
1027042316	1
1027184317	1
102728705	1
102744575	18
1027461	1
102754460	3
102757230	2
102767158	2
1027751864	2
102785861	3
1027905630	4
1027976064	1
102798704	2
102814811	25
1028587452	1
1028602932	2
1029102980	1
1029103794	3
102911449	16
1029173868	1
102918775	2
1029248460	6
102925439	1
1029294788	1
102942361	1
102947307	1
102960821	1
102978608	1
102980515	1
10299862	41
1030211502	21
1030310587	5
1030327981	3
1030374920	1
1030385370	4
1030392180	53
103049305	9
103051455	1
1030565755	2
103059528	1
103067115	1
1030701	1
1030703256	1
1030900315	4
1030985215	1
103110141	1
103113381	1
1031140400	1
1031144503	1
1031206142	4
103126847	3
1031323022	3
1032058076	6
103224187	19
103225621	144
1032374984	1
103241442	3
103245698	1
103257889	1
1032883285	2
103313489	1
103321917	1
103337809	1
103340412	4
1033469473	1
1033485260	1
103348913	1
1033552842	3
1033563091	33
103377791	1
103385682	3
103392729	1
103397508	9
103409417	10
103423485	3
103437625	40
1034435016	1
1034448540	322
1034476074	1
1034521147	4
1034527680	1
1034589673	1
1035026251	1
1035268711	1
1035317209	4
103572247	1
1035776208	1
103581482	1
1035838603	1
103589245	1
103591568	1
103594377	8
1036117824	11
103618746	2
103631698	7
103636715	1
103653412	1
1036710942	5
1036762105	2
1036800326	1
103682128	1
1036985413	1
1037003822	2
1037134387	1
103726421	1
1037416717	1
103794514	29
103795276	2
103795995	3
103798216	8
103808495	1
1038152330	1
103822592	38
1038239264	2
1038357505	2
103860738	1
103863473	1
103890195	1
103916793	1
1039225362	3
103931655	1
1039352144	10
103935813	2
103938942	1
103938990	1
103943598	2
1039502286	1
1039505413	9
103951798	4
103955442	1
1039563450	1
103979776	2
1039805173	1
1039861790	3
1039964214	5
104003782	3
1040284687	1
1040445042	1
10405442	1
1040704616	13
1040875956	1
104100946	4
104104492	6
104115486	1
104137559	4
1041666499	3
1041712184	1
104172886	1
104178874	1
104185031	2
104187021	2
1041930259	17
1041977966	1
104203606	2
104248081	11
1042863103	1
1042922828	32
1042950979	8
104305536	19
104307606	1
104309852	1
1043296272	1
1043410902	1
104345377	1
1043481792	11
1043951282	31
1044206989	1
104421334	6
104433582	5
104443651	2
104444440	1
1044503209	20
1044529502	1
1044604304	2
104478018	1
1044919213	3
104496123	2
104498162	1
10451272	1
1045135422	1
104519327	7
104519809	3
1045234165	1
1045288308	34
1045298724	1
104539943	1
104546438	2
104557848	1
10456882	5
1045783148	3
1045808022	1
1045821	1
1045854829	3
104586404	6
1045868300	4
104592844	1
104595541	1
1046015893	2
1046051036	3
104632549	1
10467152	5
10469442	1
1047236436	119
104727133	8
1047331	1
104734519	2
10474572	6
104749142	1
1047546080	2
104759764	2
1047609271	2
104762800	1
1047866701	13
104792479	3
104794815	1
104818570	2
1048202250	1
104825957	7
104834645	2
1048354592	10
104841071	3
1048444454	1
1048444981	1
1048455942	1
1048484940	1
1048514935	1
104852243	1
1048555573	1
10487642	22
1048776062	2
1048835832	23
104886372	3
1048924291	1
104897643	3
1049046655	90
104913727	2
104918362	2
104933128	1
104945231	1
104966264	117
1049747545	1
104976071	1
104986543	1
1050149077	1
10502572	1
105054629	1
1050706747	35
105076624	1
105078546	2
105079837	4
105083182	1
1050858685	1
105095024	8
105098711	1
105106236	1
105115029	13
105122492	3
105139060	3
105150664	1
105151175	1
105155225	6
1051584818	2
105181037	33
1052139752	1
1052490846	2
1052521027	1
