IF;THEN;CONFIDENCE
russland;syri;0.651106500691563
beschliesst;syri;0.6595441595441596
https;syri;0.662190812720848
usa;syri;0.6737588652482269
dass;syri;0.6748091603053435
wer;syri;0.6903304773561811
neu;syri;0.6967670011148273
putin;syri;0.7004405286343612
krieg;syri;0.7072498029944838
bomb;syri;0.7109905020352781
schon;syri;0.714078374455733
heut;syri;0.7234848484848485
soldat;syri;0.7279279279279279
gibt;syri;0.7306501547987616
isis;syri;0.7430962343096235
zivilist;syri;0.7513611615245009
spd;syri;0.755223880597015
kampf;syri;0.7554630593132154
erst;syri;0.7623906705539358
wurd;syri;0.7628083491461101
berlin;syri;0.7796296296296297
russisch;syri;0.7977777777777778
dash;syri;0.8037383177570093
kriegseinsatz;syri;0.8061224489795918
sanktion;russland;0.8083623693379791
deutsch;syri;0.8119072708113804
falsch;syri;0.8156862745098039
syrisch;syri;0.8298245614035088
irak;syri;0.837874659400545
bundeswehr;syri;0.8515471993732864
volkerrechtswidrig;syri;0.8526315789473684
schick;syri;0.8803418803418803
bundeswehreinsatz;syri;0.8835576360444705
volkerrecht;syri;0.8865784499054821
einsatz;syri;0.8979639055992596
assad;syri;0.9318346627991299
tornados;syri;0.9420849420849421
deutschland;syri;0.9438377535101404
luftangriff;syri;0.9486607142857143
gabriel;syri;0.9521739130434783
tornado;syri;0.9540229885057471
merkel;syri;0.969061876247505
fluchtling;syri;0.9893004115226337
amp;syri;0.9941002949852508
russland,  turkei;syri;0.6789250353606789
krieg,  terror;syri;0.7011128775834659
bundestag,  einsatz;syri;0.777262180974478
bundestag,  bundeswehreinsatz;syri;0.7899305555555556
nein,  syrieneinsatz;bundestag;0.8571428571428571
bundeswehr,  krieg;syri;0.9165687426556992
bundeswehr,  einsatz;syri;0.9251040221914009
deutschland,  krieg;syri;0.9346534653465347
krieg,  merkel;syri;0.9527410207939508
