IF;THEN;CONFIDENCE
kritisch;afd,  unfassbar;0.7067484662576687
kritisch;berlin,  kolleg;0.7067484662576687
kritisch;berlin,  unfassbar;0.7067484662576687
kritisch;kolleg,  unfassbar;0.7067484662576687
kritisch;kolleg,  weg;0.7067484662576687
kritisch;kolumn,  unfassbar;0.7067484662576687
kritisch;kolumn,  weg;0.7067484662576687
kritisch;unfassbar;0.7067484662576687
kritisch;niedergeschlag,  unfassbar;0.7067484662576687
kritisch;pegida,  unfassbar;0.7067484662576687
kritisch;niedergeschlag,  weg;0.7067484662576687
kritisch;unfassbar,  weg;0.7067484662576687
kolleg;afd,  berlin;0.7291139240506329
kolleg;afd,  unfassbar;0.7291139240506329
kolleg;afd,  weg;0.7291139240506329
kolleg;berlin,  kolumn;0.7291139240506329
kolleg;berlin,  kritisch;0.7291139240506329
kolleg;berlin,  niedergeschlag;0.7291139240506329
kolleg;berlin,  pegida;0.7291139240506329
kolleg;berlin,  unfassbar;0.7291139240506329
kolleg;berlin,  weg;0.7291139240506329
kolleg;kolumn,  unfassbar;0.7291139240506329
kolleg;kritisch,  unfassbar;0.7291139240506329
kolleg;niedergeschlag,  unfassbar;0.7291139240506329
kolleg;pegida,  unfassbar;0.7291139240506329
kolleg;weg;0.7291139240506329
kolleg;kolumn,  weg;0.7291139240506329
kolleg;kritisch,  weg;0.7291139240506329
kolleg;niedergeschlag,  weg;0.7291139240506329
kolleg;pegida,  weg;0.7291139240506329
kolleg;unfassbar,  weg;0.7291139240506329
kolleg;berlin;0.730379746835443
kolleg;unfassbar;0.730379746835443
kritisch;berlin,  kolumn;0.7325153374233129
kritisch;berlin,  niedergeschlag;0.7325153374233129
kritisch;pegida,  weg;0.743558282208589
kritisch;berlin,  weg;0.7447852760736197
kritisch;berlin,  pegida;0.7693251533742331
kritisch;afd,  berlin;0.7705521472392638
kritisch;berlin;0.7717791411042945
kritisch;afd,  weg;0.7840490797546013
kritisch;weg;0.7840490797546013
kolumn;afd,  unfassbar;0.8228571428571428
kolumn;afd,  weg;0.8228571428571428
kolumn;berlin,  kolleg;0.8228571428571428
kolumn;berlin,  unfassbar;0.8228571428571428
kolumn;berlin,  weg;0.8228571428571428
kolumn;kolleg,  unfassbar;0.8228571428571428
kolumn;kolleg,  weg;0.8228571428571428
kolumn;unfassbar;0.8228571428571428
kolumn;kritisch,  unfassbar;0.8228571428571428
kolumn;niedergeschlag,  unfassbar;0.8228571428571428
kolumn;pegida,  unfassbar;0.8228571428571428
kolumn;weg;0.8228571428571428
kolumn;kritisch,  weg;0.8228571428571428
kolumn;niedergeschlag,  weg;0.8228571428571428
kolumn;pegida,  weg;0.8228571428571428
kolumn;unfassbar,  weg;0.8228571428571428
kritisch;afd,  kolleg;0.8233128834355828
kritisch;kolleg;0.8233128834355828
kritisch;kolleg,  kolumn;0.8233128834355828
kritisch;kolleg,  niedergeschlag;0.8233128834355828
kritisch;kolleg,  pegida;0.8233128834355828
unfassbar;afd,  berlin;0.8252148997134671
unfassbar;afd,  kolleg;0.8252148997134671
unfassbar;afd,  kolumn;0.8252148997134671
unfassbar;afd,  kritisch;0.8252148997134671
unfassbar;afd,  niedergeschlag;0.8252148997134671
unfassbar;afd,  pegida;0.8252148997134671
unfassbar;berlin;0.8252148997134671
unfassbar;berlin,  kolleg;0.8252148997134671
unfassbar;berlin,  kolumn;0.8252148997134671
unfassbar;berlin,  kritisch;0.8252148997134671
unfassbar;berlin,  niedergeschlag;0.8252148997134671
unfassbar;berlin,  pegida;0.8252148997134671
